date,station_name_ja,prec_no,block_no,mean_temperature_c,max_temperature_c,min_temperature_c,mean_vapor_pressure_hpa,mean_relative_humidity_pct,min_relative_humidity_pct,thi_daily_mean,temperature_quality_mark,humidity_quality_mark,source_kind,source_url
2021-05-11,千葉,45,47682,17.9,19.7,16.3,9.9,48.0,34.0,62.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-12,千葉,45,47682,17.9,21.2,14.7,10.7,52.0,32.0,62.58,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-13,千葉,45,47682,17.5,19.2,15.8,17.2,86.0,61.0,63.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-14,千葉,45,47682,20.7,25.9,16.9,17.2,72.0,48.0,67.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-15,千葉,45,47682,21.0,25.9,17.6,16.6,68.0,39.0,67.72,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-16,千葉,45,47682,21.0,23.5,18.3,18.0,73.0,39.0,68.05,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-17,千葉,45,47682,23.5,25.7,21.4,24.0,83.0,73.0,72.78,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-18,千葉,45,47682,21.1,23.6,16.7,20.4,82.0,61.0,68.79,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-19,千葉,45,47682,17.7,18.9,15.9,18.9,94.0,91.0,63.67,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-20,千葉,45,47682,19.9,22.9,17.7,19.6,85.0,59.0,67.01,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-21,千葉,45,47682,23.2,25.5,19.7,23.7,83.0,75.0,72.29,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-22,千葉,45,47682,20.1,21.9,18.5,17.7,75.0,64.0,66.78,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-23,千葉,45,47682,19.4,23.2,15.6,16.8,75.0,54.0,65.69,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-24,千葉,45,47682,21.6,25.7,17.2,16.9,66.0,50.0,68.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-25,千葉,45,47682,22.6,28.5,18.3,15.7,59.0,38.0,69.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-26,千葉,45,47682,20.9,24.7,17.1,14.7,61.0,39.0,67.13,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-27,千葉,45,47682,17.6,19.9,16.1,16.8,84.0,67.0,63.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-28,千葉,45,47682,21.1,25.0,16.6,16.5,67.0,45.0,67.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-29,千葉,45,47682,23.4,26.7,20.9,18.2,64.0,46.0,70.93,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-30,千葉,45,47682,21.5,25.4,18.8,16.7,66.0,48.0,68.33,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-05-31,千葉,45,47682,20.5,24.2,17.0,14.8,62.0,45.0,66.62,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=5&day=&view=a2
2021-06-01,千葉,45,47682,19.9,24.8,15.9,15.8,70.0,42.0,66.2,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-02,千葉,45,47682,22.0,24.4,18.8,17.2,65.0,49.0,68.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-03,千葉,45,47682,22.5,25.9,19.8,17.5,65.0,41.0,69.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-04,千葉,45,47682,22.3,25.6,20.4,22.9,85.0,77.0,70.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-05,千葉,45,47682,21.9,25.9,19.7,19.0,73.0,50.0,69.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-06,千葉,45,47682,21.5,22.7,20.5,20.4,79.0,68.0,69.23,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-07,千葉,45,47682,23.3,27.1,20.6,19.6,69.0,44.0,71.22,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-08,千葉,45,47682,24.2,29.3,19.4,18.2,61.0,44.0,71.79,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-09,千葉,45,47682,24.6,30.3,20.4,15.2,51.0,28.0,71.35,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-10,千葉,45,47682,23.5,28.8,19.4,19.3,68.0,47.0,71.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-11,千葉,45,47682,23.5,28.8,20.3,17.3,61.0,36.0,70.8,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-12,千葉,45,47682,23.6,27.7,20.3,18.9,66.0,50.0,71.4,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-13,千葉,45,47682,24.6,27.7,21.6,19.8,64.0,50.0,72.66,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-14,千葉,45,47682,22.2,23.6,20.8,21.7,81.0,69.0,70.5,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-15,千葉,45,47682,23.5,29.0,19.7,21.0,74.0,50.0,71.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-16,千葉,45,47682,23.4,26.5,21.3,19.5,68.0,52.0,71.28,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-17,千葉,45,47682,22.4,26.7,19.3,17.9,67.0,45.0,69.72,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-18,千葉,45,47682,22.7,26.4,18.1,17.5,64.0,47.0,69.92,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-19,千葉,45,47682,21.5,23.5,20.2,21.0,82.0,67.0,69.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-20,千葉,45,47682,22.8,28.1,19.9,21.6,80.0,51.0,71.39,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-21,千葉,45,47682,22.2,26.6,18.3,19.6,74.0,58.0,69.96,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-22,千葉,45,47682,22.9,26.6,19.7,19.5,70.0,55.0,70.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-23,千葉,45,47682,22.6,25.0,20.4,20.0,74.0,56.0,70.58,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-24,千葉,45,47682,22.4,25.0,19.5,20.0,75.0,57.0,70.35,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-25,千葉,45,47682,23.6,27.5,21.0,19.4,67.0,49.0,71.49,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-26,千葉,45,47682,24.2,28.1,21.2,20.3,68.0,48.0,72.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-27,千葉,45,47682,23.3,26.5,21.4,21.5,75.0,56.0,71.75,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-28,千葉,45,47682,24.2,28.0,21.1,20.8,70.0,51.0,72.66,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-29,千葉,45,47682,22.4,27.9,19.3,22.0,83.0,55.0,70.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-06-30,千葉,45,47682,21.7,24.2,19.2,20.2,78.0,65.0,69.48,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=6&day=&view=a2
2021-07-01,千葉,45,47682,21.7,23.2,20.7,23.0,89.0,76.0,70.27,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-02,千葉,45,47682,22.5,24.7,20.6,26.1,96.0,90.0,72.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-03,千葉,45,47682,22.3,24.3,20.8,24.3,90.0,81.0,71.36,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-04,千葉,45,47682,20.4,21.4,19.9,22.6,94.0,88.0,68.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-05,千葉,45,47682,22.4,24.9,20.0,24.2,90.0,78.0,71.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-06,千葉,45,47682,25.2,28.3,22.8,25.9,82.0,65.0,75.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-07,千葉,45,47682,25.8,30.4,23.6,26.8,81.0,60.0,76.3,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-08,千葉,45,47682,23.8,25.2,22.8,26.2,89.0,79.0,73.82,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-09,千葉,45,47682,24.7,27.2,22.8,28.6,92.0,76.0,75.65,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-10,千葉,45,47682,27.2,32.9,23.5,28.0,79.0,54.0,78.31,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-11,千葉,45,47682,25.8,30.8,22.4,25.5,77.0,62.0,75.85,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-12,千葉,45,47682,26.3,30.5,22.6,25.2,74.0,57.0,76.29,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-13,千葉,45,47682,24.8,27.0,23.4,25.7,82.0,72.0,74.79,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-14,千葉,45,47682,25.4,30.0,22.9,24.7,77.0,54.0,75.23,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-15,千葉,45,47682,25.9,29.4,22.9,26.8,81.0,61.0,76.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-16,千葉,45,47682,27.6,31.9,24.3,27.1,75.0,51.0,78.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-17,千葉,45,47682,27.4,31.5,24.0,25.6,71.0,53.0,77.6,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-18,千葉,45,47682,27.8,30.7,24.8,27.6,74.0,60.0,78.6,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-19,千葉,45,47682,28.1,32.2,25.9,28.5,75.0,58.0,79.2,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-20,千葉,45,47682,28.0,31.5,25.0,27.0,72.0,58.0,78.64,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-21,千葉,45,47682,28.3,32.7,25.0,25.0,66.0,42.0,78.28,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-22,千葉,45,47682,28.4,32.3,25.0,25.7,67.0,49.0,78.56,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-23,千葉,45,47682,28.3,32.3,25.2,26.2,69.0,52.0,78.69,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-24,千葉,45,47682,28.5,32.9,25.5,24.9,65.0,44.0,78.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-25,千葉,45,47682,27.8,31.7,25.0,25.0,68.0,47.0,77.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-26,千葉,45,47682,26.3,30.7,22.5,22.3,66.0,42.0,75.35,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-27,千葉,45,47682,25.6,29.9,21.7,24.8,77.0,53.0,75.54,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-28,千葉,45,47682,27.6,31.9,23.1,27.4,75.0,55.0,78.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-29,千葉,45,47682,28.4,32.9,26.1,27.3,71.0,44.0,79.11,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-30,千葉,45,47682,26.8,31.1,24.5,27.0,77.0,53.0,77.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-07-31,千葉,45,47682,27.3,32.3,24.1,24.8,70.0,41.0,77.32,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=7&day=&view=a2
2021-08-01,千葉,45,47682,28.5,32.0,25.1,27.7,72.0,54.0,79.4,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-02,千葉,45,47682,28.5,31.7,26.6,29.4,76.0,55.0,79.96,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-03,千葉,45,47682,28.9,32.9,26.5,29.7,75.0,58.0,80.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-04,千葉,45,47682,28.9,32.7,26.0,28.6,72.0,56.0,80.01,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-05,千葉,45,47682,29.1,33.5,25.5,26.4,67.0,47.0,79.59,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-06,千葉,45,47682,29.2,33.8,25.7,27.9,70.0,51.0,80.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-07,千葉,45,47682,28.0,30.6,26.5,30.4,81.0,64.0,79.85,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-08,千葉,45,47682,26.6,28.9,25.4,31.2,90.0,70.0,78.68,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-09,千葉,45,47682,29.4,31.7,27.3,29.5,72.0,59.0,80.77,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-10,千葉,45,47682,30.3,32.9,27.7,24.9,58.0,41.0,79.95,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-11,千葉,45,47682,29.1,33.6,25.1,21.4,54.0,38.0,77.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-12,千葉,45,47682,26.0,29.4,23.9,26.6,79.0,61.0,76.4,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-13,千葉,45,47682,23.2,26.3,21.5,24.9,87.0,77.0,72.63,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-14,千葉,45,47682,25.4,27.9,21.5,28.6,88.0,78.0,76.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-15,千葉,45,47682,20.4,21.6,19.4,22.5,94.0,89.0,68.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-16,千葉,45,47682,21.9,23.4,20.2,22.7,86.0,80.0,70.39,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-17,千葉,45,47682,24.7,27.7,21.5,26.4,85.0,73.0,74.94,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-18,千葉,45,47682,28.4,31.9,25.4,26.8,70.0,54.0,78.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-19,千葉,45,47682,28.5,32.2,26.2,28.2,73.0,53.0,79.54,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-20,千葉,45,47682,28.8,31.9,26.9,27.9,71.0,56.0,79.72,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-21,千葉,45,47682,28.0,30.0,26.3,27.9,74.0,63.0,78.91,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-22,千葉,45,47682,28.5,31.4,26.9,28.3,73.0,59.0,79.54,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-23,千葉,45,47682,26.5,29.5,22.5,27.1,79.0,63.0,77.19,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-24,千葉,45,47682,27.7,30.3,24.4,26.6,72.0,58.0,78.19,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-25,千葉,45,47682,29.3,32.0,27.5,29.3,72.0,61.0,80.62,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-26,千葉,45,47682,30.5,35.5,27.6,29.4,68.0,48.0,81.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-27,千葉,45,47682,29.7,34.0,26.8,29.7,72.0,50.0,81.23,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-28,千葉,45,47682,29.6,34.3,26.1,29.8,73.0,55.0,81.23,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-29,千葉,45,47682,28.6,32.4,26.3,26.2,68.0,51.0,79.0,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-30,千葉,45,47682,29.4,32.8,26.5,27.8,68.0,56.0,80.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-08-31,千葉,45,47682,27.4,31.9,22.2,23.5,65.0,48.0,76.83,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=8&day=&view=a2
2021-09-01,千葉,45,47682,21.7,24.1,19.1,22.0,85.0,77.0,69.98,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-02,千葉,45,47682,20.2,21.7,19.0,21.8,92.0,90.0,67.9,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-03,千葉,45,47682,20.5,22.1,19.6,22.1,92.0,85.0,68.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-04,千葉,45,47682,21.7,25.8,20.2,22.8,88.0,69.0,70.2,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-05,千葉,45,47682,21.5,24.7,19.0,20.7,82.0,60.0,69.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-06,千葉,45,47682,20.3,21.7,18.8,18.6,78.0,73.0,67.26,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-07,千葉,45,47682,20.7,25.1,17.2,15.3,64.0,42.0,67.03,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-08,千葉,45,47682,21.6,25.3,17.9,18.9,73.0,56.0,68.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
2021-09-09,千葉,45,47682,21.2,23.1,19.4,23.6,94.0,90.0,69.76,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2021&month=9&day=&view=a2
